user ID,user__created_date,country,age,num_messages,num_active_days
663,1/8/2024,Nigeria,10,121,3
664,2/29/2024,Nigeria,19,338,1
665,4/11/2024,Uganda,20,565,5
666,4/2/2023,Nigeria,0,33,2
667,3/23/2024,Nigeria,13,201,1
668,4/10/2024,Nigeria,0,145,2
669,2/14/2024,Nigeria,18,173,1
670,1/4/2024,Nigeria,0,119,4
671,3/24/2024,Nigeria,17,520,4
672,12/18/2023,Ghana,16,139,1
673,1/23/2023,Nigeria,0,171,1
674,4/25/2024,Nigeria,17,179,2
675,5/13/2023,Nigeria,18,774,6
676,2/16/2024,Kenya,8,160,3
677,2/21/2024,Nigeria,16,188,1
678,2/1/2024,Nigeria,16,346,1
679,2/20/2024,Nigeria,27,375,8
680,3/8/2024,Nigeria,16,134,1
681,3/15/2024,Nigeria,18,575,5
682,2/2/2024,Nigeria,11,869,8
683,4/5/2024,Ghana,16,362,1
684,6/25/2023,Ghana,18,39,1
685,1/3/2024,Nigeria,1,91,1
686,2/17/2024,South Africa,0,123,2
687,3/26/2024,Nigeria,18,305,3
688,3/26/2024,Nigeria,15,818,6
689,2/28/2024,Ghana,16,1193,7
690,3/5/2024,Nigeria,15,264,2
691,3/4/2024,Nigeria,19,574,2
692,1/6/2024,Ghana,18,361,3
693,4/9/2024,Ghana,35,380,1
694,1/8/2024,Ghana,15,573,4
695,2/28/2024,South Africa,19,579,4
696,4/28/2024,Ghana,13,159,2
697,3/2/2024,Nigeria,19,227,1
698,4/3/2023,Sierra Leone,0,113,4
699,4/27/2024,Ghana,13,140,1
700,2/14/2024,Nigeria,10,157,2
701,12/20/2023,Ghana,20,284,5
702,4/11/2023,Ghana,19,177,3
703,6/3/2023,Nigeria,17,433,4
704,5/16/2023,Nigeria,0,415,9
705,3/22/2024,Nigeria,19,310,3
706,3/1/2024,South Africa,16,360,14
707,2/15/2024,Nigeria,21,292,2
708,9/4/2023,Nigeria,16,49,1
709,1/16/2024,Nigeria,0,73,2
710,4/10/2024,Ghana,19,128,2
711,1/12/2024,Ghana,14,133,2
712,3/24/2024,Mozambique,12,158,1
713,2/9/2024,Nigeria,20,662,5
714,3/24/2024,Mozambique,15,271,1
715,3/19/2024,Nigeria,17,152,3
716,3/25/2024,Mozambique,0,363,2
717,4/6/2024,Ghana,14,173,3
718,3/2/2024,Nigeria,0,219,3
719,#N/A,#N/A,#N/A,#N/A,#N/A
720,3/27/2023,Ghana,0,75,4
721,5/20/2023,Nigeria,0,552,5
722,4/17/2024,Nigeria,13,510,4
723,3/16/2023,Ghana,0,71,2
724,3/3/2024,Nigeria,19,395,4
725,4/11/2024,Nigeria,17,235,1
726,3/20/2024,United Kingdom,12,225,1
727,2/15/2024,Nigeria,16,206,3
728,4/5/2024,Ghana,14,204,2
729,2/19/2024,Uganda,19,315,3
730,2/2/2024,Nigeria,15,548,28
731,12/20/2023,Nigeria,15,587,4
732,3/17/2024,Ghana,19,1499,7
733,#N/A,#N/A,#N/A,#N/A,#N/A
734,2/13/2024,Nigeria,0,1078,8
735,2/7/2024,Nigeria,18,263,3
736,2/15/2024,Ghana,12,136,4
737,3/4/2024,South Africa,18,145,3
738,3/9/2024,Ghana,15,237,4
739,2/23/2024,Kenya,12,296,2
740,4/5/2024,Ghana,14,309,3
741,6/23/2023,Ghana,12,427,5
742,4/9/2024,Ghana,20,886,9
743,4/9/2024,Ghana,19,167,1
744,2/12/2024,Nigeria,18,211,4
745,2/20/2024,Nigeria,16,171,2
746,4/22/2024,Ghana,16,465,3
747,12/24/2023,Ghana,16,164,2
748,3/4/2024,Ghana,0,745,6
749,2/2/2024,Uganda,17,236,2
750,4/5/2024,Ghana,14,696,5
751,2/15/2024,South Africa,15,227,1
752,2/25/2024,Ghana,22,290,8
753,8/9/2023,Ghana,14,119,1
754,3/2/2024,Kenya,17,219,2
755,4/20/2024,Nigeria,17,371,4
756,2/18/2024,Nigeria,9,270,3
757,4/3/2024,Ghana,16,248,2
758,1/8/2024,Kenya,14,105,1
759,3/23/2024,Mozambique,16,911,5
760,4/5/2024,Ghana,19,204,1
761,2/16/2024,Nigeria,15,423,3
762,3/3/2024,Nigeria,25,191,1
763,2/6/2024,South Africa,19,221,4
764,3/5/2024,Nigeria,16,225,3
765,12/17/2023,Nigeria,16,107,2
766,6/23/2023,Ghana,14,42,2
767,4/14/2024,Ghana,15,318,2
768,1/4/2024,Nigeria,20,92,1
769,4/10/2023,Nigeria,0,146,2
770,9/28/2023,Ghana,0,2839,13
771,3/21/2024,Ghana,16,567,7
772,2/19/2024,Nigeria,8,725,5
773,3/28/2023,Nigeria,0,108,2
774,3/25/2024,Nigeria,18,497,2
775,2/12/2023,Ghana,17,428,3
776,5/5/2023,Ghana,0,52,3
777,3/22/2024,Uganda,29,247,2
778,1/15/2024,South Africa,14,69,3
779,2/5/2024,South Africa,16,127,5
780,3/1/2024,South Africa,13,893,7
781,1/5/2024,Ghana,18,122,2
782,3/19/2024,Nigeria,19,803,5
783,1/3/2024,Ghana,17,102,2
784,3/24/2024,Mozambique,0,339,2
785,2/16/2024,Nigeria,17,264,4
786,4/12/2024,Ghana,21,286,3
787,3/25/2024,Mozambique,14,319,4
788,1/4/2024,Nigeria,18,448,3
789,4/22/2024,Nigeria,13,326,4
790,6/13/2023,Nigeria,0,134,3
791,1/5/2024,Ghana,16,116,1
792,4/4/2024,Ghana,16,430,7
793,4/14/2024,Mozambique,12,315,6
794,4/27/2024,Nigeria,15,131,1
795,2/24/2024,Nigeria,19,264,7
796,2/16/2024,Nigeria,18,726,8
797,2/12/2024,India,15,149,2
798,3/8/2024,Uganda,19,1096,8
799,3/5/2024,South Africa,16,292,1
800,1/2/2024,Nigeria,17,545,2
801,3/23/2024,Mozambique,15,499,3
802,2/3/2024,Uganda,18,322,2
803,3/2/2023,India,15,986,22
804,4/9/2024,Ghana,15,232,5
805,4/23/2024,Ghana,14,440,6
806,2/15/2024,Nigeria,20,278,3
807,2/5/2024,Ghana,18,277,3
808,4/3/2024,Nigeria,28,193,1
809,3/19/2024,Ghana,19,193,2
810,1/5/2024,South Africa,19,111,2
811,4/9/2023,Nigeria,0,496,4
812,1/5/2024,Ghana,27,232,6
813,12/24/2023,Nigeria,17,108,2
814,2/22/2024,Nigeria,0,391,5
815,2/17/2024,Ghana,17,184,2
816,3/23/2024,Nigeria,12,1155,9
817,2/20/2024,Nigeria,18,317,8
818,6/4/2023,Nigeria,19,904,7
819,3/27/2023,Nigeria,0,165,2
820,2/22/2024,Nigeria,18,643,3
821,4/13/2024,Ghana,12,165,4
822,2/5/2024,Nigeria,18,136,2
823,4/5/2024,Nigeria,21,178,4
824,2/2/2024,Ghana,22,616,2
825,3/17/2024,Kenya,27,1052,5
826,4/5/2024,Ghana,19,151,2
827,1/6/2024,Nigeria,18,422,3
828,2/6/2024,Nigeria,18,343,3
829,4/5/2024,Ghana,16,1034,8
830,2/17/2024,Ghana,19,546,3
831,4/5/2023,Nigeria,18,171,3
832,2/18/2024,Ghana,15,141,2
833,1/27/2024,Uganda,16,714,6
834,2/19/2024,Ghana,14,486,7
835,3/24/2024,Nigeria,18,332,2
836,3/10/2024,Nigeria,16,628,4
837,4/8/2023,Nigeria,0,807,11
838,3/20/2024,Ghana,13,382,2
839,4/25/2024,Nigeria,19,175,2
840,1/5/2024,Nigeria,0,138,1
841,6/8/2023,Ghana,0,562,4
842,5/26/2023,Nigeria,0,97,1
843,2/22/2024,South Africa,15,145,3
844,4/8/2024,Ghana,19,589,4
845,4/8/2024,Ghana,17,185,2
846,4/20/2024,Kenya,14,149,4
847,3/24/2024,Mozambique,13,855,6
848,3/12/2024,Ghana,14,312,5
849,2/2/2024,Uganda,2,728,5
850,3/24/2024,Ghana,19,460,1
851,3/1/2024,Nigeria,19,1648,8
852,3/15/2024,Nigeria,19,530,4
853,3/3/2024,South Africa,0,401,4
854,12/17/2023,Ghana,18,44,1
855,4/19/2024,Ghana,15,1222,13
856,2/25/2024,South Africa,20,324,2
857,1/7/2024,Nigeria,18,1842,4
858,4/6/2024,Ghana,14,746,4
859,4/15/2024,Kenya,18,449,1
860,3/6/2024,Ghana,19,150,5
861,2/21/2024,Nigeria,11,206,2
862,4/7/2023,Sierra Leone,0,214,2
863,1/7/2024,Nigeria,20,108,1
864,3/5/2024,Uganda,17,194,2
865,5/11/2023,Sierra Leone,19,39,3
866,5/7/2023,Nigeria,0,142,2
867,3/2/2024,South Africa,16,434,5
868,2/21/2024,South Africa,18,351,3
869,12/27/2023,Ghana,14,99,1
870,5/2/2023,Nigeria,0,124,2
871,2/7/2024,Nigeria,13,170,3
872,12/19/2023,Nigeria,19,535,3
873,5/19/2023,Nigeria,0,265,3
874,2/18/2024,Ghana,4,1282,12
875,12/17/2023,Nigeria,22,80,1
876,4/22/2024,Nigeria,15,176,2
877,4/12/2024,Nigeria,17,398,7
878,5/1/2023,Nigeria,0,71,2
879,4/19/2023,Nigeria,0,91,3
880,4/6/2024,Nigeria,17,428,6
881,3/20/2024,Nigeria,19,206,2
882,2/24/2024,Uganda,0,238,2
883,2/29/2024,South Africa,19,176,1
884,2/14/2024,South Africa,13,226,4
885,4/24/2023,Nigeria,0,185,5
886,1/8/2024,Uganda,12,269,6
887,5/20/2023,Nigeria,0,137,4
888,3/18/2023,Nigeria,0,75,1
889,3/22/2024,Mozambique,13,944,7
890,3/4/2024,Nigeria,18,228,3
891,1/5/2024,Nigeria,18,247,4
892,#N/A,#N/A,#N/A,#N/A,#N/A
893,2/26/2024,Nigeria,35,232,5
894,4/9/2024,Nigeria,13,292,3
895,3/22/2024,Nigeria,18,894,5
896,3/19/2024,Nigeria,25,316,3
897,2/13/2024,Uganda,0,278,4
898,2/24/2024,Nigeria,45,234,3
899,2/7/2024,Uganda,17,182,4
900,2/22/2024,Ghana,15,167,2
901,2/16/2024,Ghana,19,355,3
902,4/5/2023,Ghana,22,248,4
903,2/15/2024,Nigeria,20,120,2
904,2/18/2024,Ghana,37,177,2
905,3/19/2024,Ghana,18,414,3
906,4/13/2024,Nigeria,18,158,1
907,2/29/2024,Ghana,18,376,6
908,3/4/2024,South Africa,18,330,5
909,2/24/2024,South Africa,13,277,7
910,3/24/2023,Nigeria,0,456,10
911,2/26/2024,Nigeria,18,989,11
912,3/2/2024,South Africa,19,180,1
913,3/22/2024,Mozambique,15,526,5
914,2/15/2024,Ghana,18,459,3
915,4/7/2024,Nigeria,15,260,3
916,4/14/2023,Ghana,0,218,3
917,4/7/2024,Nigeria,18,442,2
918,4/6/2024,Nigeria,13,531,6
919,2/7/2024,South Africa,15,200,3
920,3/3/2024,Nigeria,16,235,3
921,2/13/2024,Nigeria,0,165,1
922,2/15/2024,South Africa,19,305,1
923,4/12/2024,Ghana,15,1185,13
924,3/18/2024,Nigeria,11,2962,6
925,3/5/2024,Ghana,18,270,4
926,5/23/2023,Nigeria,0,67,3
927,4/8/2024,Ghana,18,119,1
928,4/8/2024,Nigeria,18,1193,11
929,12/30/2023,United States and Caribbean,0,535,3
930,2/13/2024,Nigeria,14,497,3
931,5/23/2023,Ghana,0,36,3
932,3/9/2024,Nigeria,12,145,2
933,3/18/2024,Ghana,19,201,2
934,2/14/2024,Nigeria,18,429,3
935,2/6/2024,Uganda,0,259,3
936,2/2/2024,Nigeria,32,1018,5
937,3/23/2024,Nigeria,19,238,2
938,2/13/2024,Nigeria,12,443,3
939,1/25/2023,Ghana,0,133,1
940,5/29/2023,Nigeria,16,35,1
941,6/23/2023,Nigeria,16,28,1
942,2/20/2024,Ghana,14,273,2
943,4/6/2024,Ghana,15,452,10
944,2/21/2023,Nigeria,0,185,2
945,3/21/2024,Ghana,30,330,3
946,4/24/2024,Uganda,19,128,3
947,3/3/2024,Nigeria,17,767,10
948,4/29/2024,Ghana,16,163,3
949,3/21/2024,Nigeria,18,462,6
950,3/2/2024,Nigeria,19,149,2
951,3/2/2024,Nigeria,0,581,4
952,4/5/2024,Nigeria,20,194,2
953,5/9/2023,Ethiopia,0,83,2
954,4/7/2024,Ghana,19,129,2
955,3/23/2024,Sierra Leone,18,395,2
956,2/12/2024,Ghana,18,122,1
957,1/4/2024,Nigeria,15,120,3
958,4/7/2024,Nigeria,15,237,4
959,2/28/2024,Nigeria,19,137,1
960,3/8/2024,Kenya,24,240,3
961,4/21/2024,Uganda,17,476,3
962,3/22/2024,Nigeria,19,445,6
963,4/27/2024,Uganda,16,605,2
964,3/3/2024,Nigeria,0,287,2
965,4/8/2024,Nigeria,19,350,2
966,3/20/2024,Nigeria,19,129,2
967,3/2/2024,Nigeria,17,420,4
968,2/18/2024,Ghana,24,158,1
969,2/15/2024,Nigeria,20,352,3
970,2/22/2024,Ghana,0,560,3
971,2/27/2024,Kenya,0,806,6
972,4/30/2024,Ghana,15,197,3
973,1/4/2024,Nigeria,17,220,2
974,2/13/2024,Nigeria,15,186,2
975,4/10/2024,Ghana,21,217,2
976,3/7/2024,Ghana,17,246,1
977,1/5/2024,Uganda,12,341,4
978,2/16/2024,Kenya,21,228,1
979,3/8/2024,Ghana,27,1520,8
980,2/15/2024,South Africa,19,446,2
981,3/7/2024,Ghana,18,183,3
982,4/9/2024,Nigeria,34,224,2
983,6/18/2023,Nigeria,15,194,2
984,2/17/2024,Ghana,17,607,4
985,4/11/2024,Ghana,18,450,3
986,2/17/2024,Nigeria,17,124,2
987,2/17/2024,Ghana,9,727,10
988,6/6/2023,Nigeria,0,85,3
989,2/18/2024,Nigeria,16,312,7
990,4/6/2024,Nigeria,20,233,2
991,4/3/2024,Nigeria,19,1278,11
992,6/9/2023,Nigeria,32,327,5
993,1/7/2024,Nigeria,15,141,2
994,4/17/2024,Ghana,14,644,5
995,3/23/2024,Mozambique,13,204,1
996,2/16/2024,Nigeria,16,1145,6
997,1/3/2024,Ghana,18,233,3
998,4/1/2023,Ghana,0,415,2
999,3/3/2024,Uganda,21,244,3
1000,5/11/2023,Ghana,0,121,2
1001,4/9/2024,Nigeria,15,314,3
1002,4/11/2023,Ghana,23,163,3
1003,#N/A,#N/A,#N/A,#N/A,#N/A
1004,2/15/2024,Nigeria,16,174,2
1005,4/16/2024,Ghana,14,630,7
1006,3/7/2024,Nigeria,20,683,10
1007,2/22/2024,Ghana,20,464,3
1008,4/8/2024,Ghana,17,128,1
1009,1/2/2024,Nigeria,17,87,2
1010,3/21/2024,Uganda,22,244,2
1011,4/9/2024,Nigeria,37,294,3
1012,2/18/2024,Ghana,15,302,2
1013,2/16/2024,Ghana,32,158,3
1014,4/5/2024,Nigeria,0,183,4
1015,6/28/2023,Nigeria,17,240,5
1016,6/16/2023,Nigeria,87,13,2
1017,12/31/2023,Ghana,15,318,3
1018,12/19/2023,Ghana,18,165,2
1019,1/5/2024,Nigeria,0,299,8
1020,3/21/2024,Uganda,22,843,4
1021,4/4/2024,Ghana,18,441,2
1022,3/14/2024,Nigeria,15,1318,13
1023,4/9/2024,Nigeria,15,137,1
1024,3/10/2024,South Africa,12,163,5
1025,3/15/2024,Nigeria,15,178,2
1026,1/1/2024,Ghana,16,104,2
1027,2/14/2024,Nigeria,18,177,3
1028,12/17/2023,Ghana,17,108,2
1029,3/8/2024,Brazil,16,154,1
1030,2/12/2024,Nigeria,15,222,5
1031,#N/A,#N/A,#N/A,#N/A,#N/A
1032,4/29/2024,Nigeria,20,623,6
1033,2/20/2024,South Africa,0,126,2
1034,1/4/2024,Nigeria,15,181,5
1035,4/15/2024,Ghana,16,117,2
1036,3/2/2024,Nigeria,18,199,3
1037,4/11/2024,Ghana,20,352,5
1038,4/27/2024,Ghana,15,129,2
1039,1/8/2024,Ghana,17,80,1
1040,2/23/2024,Nigeria,18,367,4
1041,4/29/2023,Nigeria,0,118,3
1042,3/23/2024,Mozambique,14,152,1
1043,2/22/2024,Nigeria,16,265,1
1044,2/17/2024,Nigeria,17,160,3
1045,4/23/2024,Ghana,12,213,2
1046,2/14/2024,Ghana,0,292,2
1047,2/15/2024,Uganda,20,174,3
1048,2/19/2024,South Africa,17,130,3
1049,3/16/2024,Nigeria,17,834,6
1050,#N/A,#N/A,#N/A,#N/A,#N/A
1051,2/17/2024,Nigeria,16,935,5
1052,4/10/2024,Ghana,12,168,1
1053,2/17/2024,South Africa,16,136,1
1054,2/14/2024,Nigeria,0,464,4
1055,4/6/2024,Ghana,17,1112,12
1056,4/12/2024,Nigeria,17,556,4
1057,2/26/2024,Nigeria,12,210,3
1058,4/7/2024,Nigeria,16,160,1
1059,3/1/2024,Ghana,43,176,2
1060,3/16/2024,Ghana,19,952,7
1061,6/4/2023,Ghana,15,192,4
1062,6/30/2023,Ghana,15,317,8
1063,1/5/2023,Nigeria,0,481,2
1064,2/21/2024,Nigeria,0,315,2
1065,#N/A,#N/A,#N/A,#N/A,#N/A
1066,6/21/2023,Nigeria,13,301,5
1067,2/16/2024,Ghana,20,423,4
1068,3/19/2024,Nigeria,0,394,4
1069,12/31/2023,Ghana,16,541,9
1070,3/9/2024,South Africa,24,310,3
1071,5/12/2023,Nigeria,0,152,2
1072,3/24/2024,Ghana,12,368,2
1073,3/22/2024,Nigeria,17,504,4
1074,2/18/2024,Ghana,11,592,3
1075,2/15/2024,South Africa,18,195,4
1076,1/6/2024,Nigeria,0,380,2
1077,2/17/2024,Ghana,17,363,3
1078,2/13/2024,Ghana,20,349,3
1079,4/6/2024,Ghana,16,198,2
1080,2/25/2024,Nigeria,14,254,2
1081,6/28/2023,Ghana,0,404,4
1082,2/14/2024,Ghana,23,959,6
1083,2/16/2024,Nigeria,18,827,11
1084,1/8/2024,South Africa,37,643,9
1085,4/23/2024,Nigeria,16,142,4
1086,3/3/2024,Ghana,20,326,3
1087,5/13/2023,Sierra Leone,27,167,3
1088,2/22/2024,Uganda,19,244,2
1089,12/24/2023,Nigeria,16,93,2
1090,3/28/2024,Mozambique,13,311,5
1091,2/14/2024,Nigeria,0,1063,5
1092,2/25/2024,Nigeria,17,389,4
1093,3/13/2024,Ghana,16,211,2
1094,3/16/2024,Nigeria,18,571,5
1095,4/26/2024,Ghana,0,552,4
1096,3/31/2024,Mozambique,14,184,1
1097,4/25/2024,Ghana,16,338,4
1098,5/14/2023,Nigeria,0,76,4
1099,3/8/2024,Uganda,27,336,2
1100,4/3/2024,Ghana,18,515,4
1101,2/26/2024,South Africa,18,128,2
1102,12/21/2023,Nigeria,17,175,2
1103,2/17/2024,South Africa,19,264,2
1104,12/17/2023,Nigeria,13,994,12
1105,2/14/2024,Nigeria,14,866,4
1106,1/7/2024,South Africa,16,653,5
1107,2/17/2024,Ghana,16,223,4
1108,5/11/2023,Nigeria,0,111,1
1109,4/11/2024,Nigeria,18,461,5
1110,3/7/2024,Ghana,25,221,1
1111,4/24/2023,Sierra Leone,12,1238,5
1112,2/25/2024,Uganda,18,127,1
1113,3/3/2024,Nigeria,18,330,4
1114,1/13/2024,Ghana,15,880,5
1115,3/20/2024,Ghana,18,238,1
1116,3/4/2024,Ghana,23,501,2
1117,2/14/2024,Ghana,6,515,5
1118,3/24/2024,Ghana,15,277,3
1119,1/16/2024,Nigeria,19,201,2
1120,2/14/2024,Nigeria,0,256,3
1121,2/18/2024,Nigeria,16,545,4
1122,3/24/2024,Mozambique,14,188,3
1123,2/18/2024,South Africa,16,250,1
1124,2/14/2024,Ghana,0,269,3
1125,2/13/2024,Ghana,16,186,2
1126,2/7/2024,South Africa,20,116,2
1127,2/24/2024,Ghana,18,707,8
1128,3/6/2024,Ghana,16,364,3
1129,2/9/2024,Uganda,18,202,1
1130,1/2/2024,South Africa,15,216,2
1131,2/18/2024,Nigeria,14,263,2
1132,2/26/2024,South Africa,16,127,1
1133,2/2/2024,Ghana,18,123,4
1134,4/10/2024,Nigeria,17,388,3
1135,3/2/2024,Ghana,29,214,2
1136,12/20/2023,Nigeria,0,35,2
1137,1/3/2024,Ghana,18,231,5
1138,6/8/2023,Sierra Leone,0,71,3
1139,1/5/2024,Nigeria,0,115,3
1140,1/8/2024,South Africa,15,304,3
1141,4/10/2024,Nigeria,16,571,3
1142,2/20/2024,Nigeria,18,2851,8
1143,12/19/2023,Nigeria,0,1215,14
1144,2/13/2024,Nigeria,19,1310,5
1145,2/4/2024,Nigeria,21,205,6
1146,3/17/2023,Nigeria,0,235,3
1147,2/28/2024,Nigeria,11,758,3
1148,2/14/2024,South Africa,16,230,5
1149,3/4/2024,Kenya,30,299,2
1150,2/2/2024,Uganda,18,450,4
1151,2/28/2024,Nigeria,17,572,4
1152,2/18/2024,South Africa,0,405,1
1153,4/10/2024,Ghana,14,140,2
1154,4/8/2024,Ghana,18,301,4
1155,4/16/2024,Nigeria,13,176,3
1156,3/4/2024,Uganda,17,142,2
1157,2/24/2024,Kenya,18,146,1
1158,3/4/2024,Nigeria,15,548,5
1159,2/17/2024,South Africa,15,131,1
1160,2/7/2024,Nigeria,19,236,3
1161,4/11/2024,Uganda,0,165,3
1162,2/16/2024,Nigeria,19,142,3
1163,2/25/2024,Uganda,20,167,4
1164,3/22/2024,Nigeria,16,255,1
1165,3/7/2024,Ghana,17,422,2
1166,3/25/2023,Sierra Leone,0,99,5
1167,3/9/2024,Ghana,12,310,6
1168,2/28/2024,Nigeria,14,155,2
1169,1/2/2024,Nigeria,18,351,4
1170,6/22/2023,Nigeria,21,54,3
1171,3/7/2024,Ghana,30,111,1
1172,3/2/2024,Uganda,18,872,4
1173,4/16/2024,Nigeria,15,239,4
1174,3/5/2024,South Africa,15,157,1
1175,4/7/2024,Nigeria,18,337,2
1176,12/22/2023,Nigeria,17,104,1
1177,3/31/2023,Nigeria,0,108,3
1178,2/28/2024,Nigeria,20,162,1
1179,2/17/2024,Nigeria,11,460,3
1180,3/14/2024,Nigeria,17,522,5
1181,2/25/2024,Nigeria,16,814,4
1182,2/19/2024,Nigeria,20,181,2
1183,12/30/2023,Nigeria,15,792,2
1184,3/2/2024,Ghana,18,691,4
1185,2/15/2024,Nigeria,0,185,3
1186,12/28/2023,Ghana,14,108,1
1187,2/6/2024,Uganda,18,434,10
1188,2/4/2024,Ghana,18,141,2
1189,12/23/2023,South Africa,16,46,1
1190,4/11/2023,Nigeria,0,110,2
1191,3/1/2024,South Africa,19,120,3
1192,3/27/2023,Ghana,0,533,3
1193,3/25/2024,Nigeria,17,245,1
1194,2/17/2024,Ghana,1,390,6
1195,11/17/2023,Ghana,15,69,2
1196,3/23/2024,Mozambique,18,395,5
1197,12/23/2023,Nigeria,18,58,4
1198,5/13/2023,Ghana,0,295,10
1199,1/2/2024,Ghana,18,613,3
1200,4/20/2023,Nigeria,0,193,2
1201,2/7/2024,Nigeria,17,1027,5
1202,2/14/2024,Nigeria,26,282,2
1203,4/11/2024,Ghana,18,1587,10
1204,2/6/2024,Nigeria,21,729,5
1205,4/12/2023,Nigeria,0,537,7
1206,6/11/2023,Ghana,0,81,3
1207,2/15/2024,Ghana,13,248,1
1208,2/25/2024,Nigeria,16,111,1
1209,2/16/2024,Ghana,19,277,2
1210,2/1/2024,Uganda,22,483,4
1211,3/7/2024,Kenya,20,211,4
1212,3/22/2024,Nigeria,19,131,1
1213,2/2/2024,Uganda,18,258,1
1214,2/19/2024,South Africa,13,339,4
1215,2/25/2024,Nigeria,0,497,6
1216,3/7/2024,Ghana,20,156,1
1217,2/20/2024,Nigeria,12,421,1
1218,3/1/2024,Uganda,48,307,2
1219,3/4/2024,Nigeria,17,809,5
1220,4/28/2023,Nigeria,0,68,1
1221,12/23/2023,Nigeria,0,94,1
1222,4/11/2024,Ghana,18,258,2
1223,2/4/2024,Nigeria,21,298,3
1224,2/18/2024,Nigeria,15,912,4
1225,2/7/2024,Nigeria,16,988,4
1226,3/4/2024,Kenya,18,530,2
1227,2/1/2024,Nigeria,15,374,3
1228,1/2/2024,Ghana,17,370,1
1229,5/10/2023,Ghana,0,280,5
1230,2/21/2024,South Africa,15,162,1
1231,2/7/2024,Nigeria,13,281,4
1232,2/29/2024,Nigeria,15,201,3
1233,3/25/2023,Ghana,0,17,3
1234,2/14/2024,Nigeria,18,192,3
1235,3/17/2024,Ghana,15,236,3
1236,2/23/2024,South Africa,18,275,2
1237,4/1/2023,Nigeria,0,86,2
1238,4/6/2024,Nigeria,19,151,1
1239,2/7/2024,Ghana,19,1210,8
1240,2/17/2024,Ghana,18,260,2
1241,4/30/2023,Ghana,17,62,1
1242,3/21/2024,Nigeria,24,344,3
1243,2/14/2024,Nigeria,21,702,8
1244,1/4/2024,South Africa,16,197,3
1245,2/6/2024,Nigeria,19,355,3
1246,2/7/2024,Nigeria,18,360,4
1247,2/20/2024,Nigeria,20,328,3
1248,2/14/2024,Nigeria,23,213,2
1249,1/17/2023,Nigeria,0,740,8
1250,3/23/2024,Nigeria,18,113,1
1251,4/25/2024,Ghana,18,344,2
1252,#N/A,#N/A,#N/A,#N/A,#N/A
1253,2/4/2024,Nigeria,18,586,4
1254,2/13/2024,Ghana,18,513,5
1255,4/27/2024,Ghana,17,489,3
1256,2/1/2024,Nigeria,20,479,4
1257,1/1/2024,Nigeria,18,225,2
1258,1/4/2024,Ghana,16,211,3
1259,4/7/2024,Nigeria,14,177,2
1260,3/24/2024,Ghana,14,675,4
1261,1/28/2024,Uganda,0,2137,16
1262,12/20/2023,Nigeria,17,411,1
1263,2/22/2024,Ghana,17,529,8
1264,5/14/2023,Nigeria,0,149,2
1265,1/24/2023,Nigeria,0,75,1
1266,5/4/2023,Nigeria,0,46,1
1267,2/13/2024,Nigeria,16,195,2
1268,1/15/2024,Nigeria,0,85,3
1269,5/29/2023,Nigeria,17,115,1
1270,12/24/2023,Nigeria,18,173,8
1271,4/22/2024,Nigeria,18,695,4
1272,3/22/2024,Ghana,15,885,9
1273,3/25/2024,Nigeria,18,200,1
1274,3/16/2024,Ghana,16,1116,7
1275,6/14/2023,Ghana,0,138,1
1276,2/2/2024,Uganda,17,565,3
1277,2/24/2024,Ghana,19,218,3
1278,3/8/2024,Ghana,16,663,5
1279,4/2/2024,South Africa,18,752,4
1280,3/8/2024,Ghana,16,551,3
1281,4/4/2024,Ghana,13,1778,19
1282,5/10/2023,Nigeria,0,91,2
1283,2/21/2024,Nigeria,18,249,2
1284,2/28/2024,South Africa,21,180,3
1285,2/16/2024,Ghana,0,157,4
1286,2/29/2024,Ghana,24,134,1
1287,4/7/2024,Ghana,12,328,3
1288,1/7/2024,Ghana,13,161,2
1289,2/2/2024,Nigeria,17,237,3
1290,3/2/2024,Ghana,19,374,5
1291,2/17/2024,South Africa,14,575,2
1292,3/8/2024,Ghana,26,290,4
1293,3/2/2024,Nigeria,16,197,2
1294,4/13/2024,Ghana,13,532,8
1295,3/18/2024,Nigeria,13,201,2
1296,#N/A,#N/A,#N/A,#N/A,#N/A
1297,3/27/2024,Mozambique,15,181,1
1298,2/18/2024,Nigeria,0,524,3
1299,6/1/2023,Sierra Leone,15,1647,6
1300,2/20/2024,Nigeria,18,772,3
1301,2/15/2024,South Africa,18,145,3
1302,4/6/2024,Nigeria,18,1426,8
1303,3/24/2024,Nigeria,19,335,4
1304,2/5/2024,Ghana,18,649,5
1305,2/26/2024,Ghana,20,336,4
1306,2/3/2024,Ghana,15,476,8
1307,12/29/2023,Ghana,18,110,1
1308,1/20/2024,Ghana,0,498,3
1309,4/23/2024,Nigeria,19,115,3
1310,1/5/2024,Uganda,0,543,5
1311,2/2/2024,Uganda,17,312,7
1312,2/3/2024,Nigeria,16,228,5
1313,3/15/2024,Uganda,18,203,1
1314,2/18/2024,Ghana,17,635,2
1315,4/10/2024,Nigeria,13,285,3
1316,2/17/2024,Nigeria,15,366,7
1317,2/15/2024,South Africa,19,147,2
1318,12/17/2023,Nigeria,15,387,5
1319,2/23/2024,Nigeria,19,296,1
1320,9/8/2023,United Kingdom,27,902,15
1321,1/7/2024,South Africa,18,126,4
1322,1/5/2024,Nigeria,14,152,2
